radius HeII_4686_s HeII_4686_s_unc HeII_4686_n HeII_4686_n_unc HeII_4686_a HeII_4686_a_unc Hb_4861_s Hb_4861_s_unc Hb_4861_n Hb_4861_n_unc Hb_4861_a Hb_4861_a_unc OIII_4959_s OIII_4959_s_unc OIII_4959_n OIII_4959_n_unc OIII_4959_a OIII_4959_a_unc OIII_5007_s OIII_5007_s_unc OIII_5007_n OIII_5007_n_unc OIII_5007_a OIII_5007_a_unc NII_5754_s NII_5754_s_unc NII_5754_n NII_5754_n_unc NII_5754_a NII_5754_a_unc HeI_5876_s HeI_5876_s_unc HeI_5876_n HeI_5876_n_unc HeI_5876_a HeI_5876_a_unc NII_6548_s NII_6548_s_unc NII_6548_n NII_6548_n_unc NII_6548_a NII_6548_a_unc Ha_6563_s Ha_6563_s_unc Ha_6563_n Ha_6563_n_unc Ha_6563_a Ha_6563_a_unc NII_6583_s NII_6583_s_unc NII_6583_n NII_6583_n_unc NII_6583_a NII_6583_a_unc SII_6716_s SII_6716_s_unc SII_6716_n SII_6716_n_unc SII_6716_a SII_6716_a_unc SII_6731_s SII_6731_s_unc SII_6731_n SII_6731_n_unc SII_6731_a SII_6731_a_unc H2_1_0_S1_s H2_1_0_S1_s_unc H2_1_0_S1_n H2_1_0_S1_n_unc H2_1_0_S1_a H2_1_0_S1_a_unc
5.00000e+00 1.12031e-14 1.81832e-15 6.86229e-15 1.78244e-15 9.03268e-15 1.27312e-15 3.45008e-14 5.05956e-15 2.93867e-14 4.97722e-15 3.19437e-14 3.54866e-15 8.17650e-14 1.74476e-14 7.85172e-14 1.64480e-14 8.01411e-14 1.19891e-14 2.25721e-13 5.04738e-14 2.29754e-13 4.62858e-14 2.27737e-13 3.42417e-14 4.14755e-16 2.24440e-16 6.72912e-16 2.73956e-16 5.43833e-16 1.77077e-16 4.20938e-15 9.45232e-16 4.27274e-15 8.84463e-16 4.24106e-15 6.47252e-16 2.40296e-14 4.69317e-15 2.08112e-14 5.04009e-15 2.24204e-14 3.44341e-15 8.14857e-14 1.45718e-14 8.26660e-14 1.41820e-14 8.20758e-14 1.01669e-14 8.31862e-14 1.66730e-14 7.42279e-14 1.78903e-14 7.87071e-14 1.22275e-14 6.04890e-15 1.16080e-15 4.54749e-15 1.13794e-15 5.29819e-15 8.12766e-16 5.88945e-15 1.09649e-15 4.21649e-15 1.11066e-15 5.05297e-15 7.80360e-16 7.73490e-16 5.30705e-17 7.65289e-16 5.56483e-17 7.69389e-16 3.84487e-17
5.25000e+00 1.07476e-14 1.81832e-15 7.30183e-15 1.78244e-15 9.02471e-15 1.27312e-15 2.98178e-14 5.05956e-15 2.62589e-14 4.97722e-15 2.80384e-14 3.54866e-15 7.64641e-14 1.74476e-14 9.37231e-14 1.64480e-14 8.50936e-14 1.19891e-14 2.40456e-13 5.04738e-14 2.40151e-13 4.62858e-14 2.40303e-13 3.42417e-14 4.84214e-16 2.24440e-16 3.73514e-17 2.73956e-16 2.60782e-16 1.77077e-16 4.24464e-15 9.45232e-16 4.47982e-15 8.84463e-16 4.36223e-15 6.47252e-16 2.26886e-14 4.69317e-15 2.24893e-14 5.04009e-15 2.25889e-14 3.44341e-15 8.39165e-14 1.45718e-14 8.75612e-14 1.41820e-14 8.57389e-14 1.01669e-14 7.85922e-14 1.66730e-14 7.57833e-14 1.78903e-14 7.71878e-14 1.22275e-14 5.62551e-15 1.16080e-15 4.87738e-15 1.13794e-15 5.25144e-15 8.12766e-16 5.62164e-15 1.09649e-15 4.86812e-15 1.11066e-15 5.24488e-15 7.80360e-16 1.38208e-15 5.30705e-17 1.42267e-16 5.56483e-17 7.62173e-16 3.84487e-17
5.50000e+00 1.02921e-14 1.81832e-15 7.74138e-15 1.78244e-15 9.01675e-15 1.27312e-15 3.46399e-14 5.05956e-15 2.31755e-14 4.97722e-15 2.89077e-14 3.54866e-15 9.48930e-14 1.74476e-14 9.07250e-14 1.64480e-14 9.28090e-14 1.19891e-14 2.47316e-13 5.04738e-14 2.60889e-13 4.62858e-14 2.54102e-13 3.42417e-14 -6.56156e-17 2.24440e-16 8.78149e-16 2.73956e-16 4.06267e-16 1.77077e-16 4.83646e-15 9.45232e-16 5.06169e-15 8.84463e-16 4.94908e-15 6.47252e-16 2.14547e-14 4.69317e-15 2.35013e-14 5.04009e-15 2.24780e-14 3.44341e-15 8.56297e-14 1.45718e-14 9.01141e-14 1.41820e-14 8.78719e-14 1.01669e-14 7.58614e-14 1.66730e-14 7.84001e-14 1.78903e-14 7.71308e-14 1.22275e-14 5.71040e-15 1.16080e-15 4.60222e-15 1.13794e-15 5.15631e-15 8.12766e-16 5.55683e-15 1.09649e-15 4.94631e-15 1.11066e-15 5.25157e-15 7.80360e-16 8.40892e-16 5.30705e-17 6.86513e-16 5.56483e-17 7.63702e-16 3.84487e-17
5.75000e+00 9.83662e-15 1.81832e-15 8.18093e-15 1.78244e-15 9.00878e-15 1.27312e-15 3.49743e-14 5.05956e-15 3.35452e-14 4.97722e-15 3.42597e-14 3.54866e-15 9.07228e-14 1.74476e-14 1.05468e-13 1.64480e-14 9.80954e-14 1.19891e-14 2.63839e-13 5.04738e-14 2.76883e-13 4.62858e-14 2.70361e-13 3.42417e-14 1.09977e-15 2.24440e-16 1.80557e-15 2.73956e-16 1.45267e-15 1.77077e-16 5.42828e-15 9.45232e-16 5.64356e-15 8.84463e-16 5.53592e-15 6.47252e-16 2.19229e-14 4.69317e-15 2.41059e-14 5.04009e-15 2.30144e-14 3.44341e-15 9.05126e-14 1.45718e-14 9.62877e-14 1.41820e-14 9.34002e-14 1.01669e-14 7.36593e-14 1.66730e-14 8.42933e-14 1.78903e-14 7.89763e-14 1.22275e-14 5.87966e-15 1.16080e-15 4.81725e-15 1.13794e-15 5.34846e-15 8.12766e-16 5.38538e-15 1.09649e-15 5.10841e-15 1.11066e-15 5.24689e-15 7.80360e-16 7.91749e-16 5.30705e-17 2.32422e-16 5.56483e-17 5.12086e-16 3.84487e-17
6.00000e+00 9.62408e-15 1.81832e-15 8.24100e-15 1.78244e-15 8.93254e-15 1.27312e-15 3.71329e-14 5.05956e-15 3.47351e-14 4.97722e-15 3.59340e-14 3.54866e-15 1.01096e-13 1.74476e-14 9.95333e-14 1.64480e-14 1.00315e-13 1.19891e-14 2.89469e-13 5.04738e-14 2.80510e-13 4.62858e-14 2.84989e-13 3.42417e-14 2.01784e-16 2.24440e-16 7.34910e-16 2.73956e-16 4.68347e-16 1.77077e-16 6.02010e-15 9.45232e-16 6.22543e-15 8.84463e-16 6.12277e-15 6.47252e-16 2.20106e-14 4.69317e-15 2.66420e-14 5.04009e-15 2.43263e-14 3.44341e-15 9.56021e-14 1.45718e-14 9.89438e-14 1.41820e-14 9.72729e-14 1.01669e-14 7.68219e-14 1.66730e-14 9.28969e-14 1.78903e-14 8.48594e-14 1.22275e-14 5.79504e-15 1.16080e-15 5.35279e-15 1.13794e-15 5.57392e-15 8.12766e-16 5.72124e-15 1.09649e-15 5.21898e-15 1.11066e-15 5.47011e-15 7.80360e-16 1.49990e-15 5.30705e-17 4.04206e-16 5.56483e-17 9.52054e-16 3.84487e-17
6.25000e+00 9.60894e-15 1.81832e-15 7.99273e-15 1.78244e-15 8.80084e-15 1.27312e-15 3.78277e-14 5.05956e-15 3.96186e-14 4.97722e-15 3.87232e-14 3.54866e-15 1.11082e-13 1.74476e-14 1.13936e-13 1.64480e-14 1.12509e-13 1.19891e-14 2.87303e-13 5.04738e-14 3.10810e-13 4.62858e-14 2.99057e-13 3.42417e-14 1.61615e-16 2.24440e-16 2.48068e-15 2.73956e-16 1.32115e-15 1.77077e-16 6.34774e-15 9.45232e-16 6.36677e-15 8.84463e-16 6.35726e-15 6.47252e-16 2.29341e-14 4.69317e-15 2.92837e-14 5.04009e-15 2.61089e-14 3.44341e-15 9.85488e-14 1.45718e-14 1.06623e-13 1.41820e-14 1.02586e-13 1.01669e-14 7.92659e-14 1.66730e-14 1.02580e-13 1.78903e-14 9.09230e-14 1.22275e-14 5.88267e-15 1.16080e-15 6.54311e-15 1.13794e-15 6.21289e-15 8.12766e-16 5.69028e-15 1.09649e-15 6.00358e-15 1.11066e-15 5.84693e-15 7.80360e-16 1.20804e-15 5.30705e-17 1.29534e-15 5.56483e-17 1.25169e-15 3.84487e-17
6.50000e+00 9.59380e-15 1.81832e-15 7.74447e-15 1.78244e-15 8.66913e-15 1.27312e-15 3.93179e-14 5.05956e-15 3.84808e-14 4.97722e-15 3.88994e-14 3.54866e-15 1.11556e-13 1.74476e-14 1.17459e-13 1.64480e-14 1.14507e-13 1.19891e-14 3.14016e-13 5.04738e-14 3.24392e-13 4.62858e-14 3.19204e-13 3.42417e-14 1.16446e-15 2.24440e-16 6.95243e-16 2.73956e-16 9.29850e-16 1.77077e-16 6.49161e-15 9.45232e-16 6.20165e-15 8.84463e-16 6.34663e-15 6.47252e-16 2.47041e-14 4.69317e-15 3.14696e-14 5.04009e-15 2.80868e-14 3.44341e-15 1.04360e-13 1.45718e-14 1.12512e-13 1.41820e-14 1.08436e-13 1.01669e-14 8.54843e-14 1.66730e-14 1.09456e-13 1.78903e-14 9.74700e-14 1.22275e-14 6.83227e-15 1.16080e-15 7.63437e-15 1.13794e-15 7.23332e-15 8.12766e-16 6.31139e-15 1.09649e-15 7.24938e-15 1.11066e-15 6.78039e-15 7.80360e-16 1.69436e-15 5.30705e-17 1.29941e-15 5.56483e-17 1.49688e-15 3.84487e-17
6.75000e+00 1.25496e-14 1.81832e-15 7.49621e-15 1.78244e-15 1.00229e-14 1.27312e-15 4.26346e-14 5.05956e-15 3.94102e-14 4.97722e-15 4.10224e-14 3.54866e-15 1.17828e-13 1.74476e-14 1.12432e-13 1.64480e-14 1.15130e-13 1.19891e-14 3.38494e-13 5.04738e-14 3.14578e-13 4.62858e-14 3.26536e-13 3.42417e-14 6.96501e-16 2.24440e-16 9.73871e-16 2.73956e-16 8.35186e-16 1.77077e-16 6.63548e-15 9.45232e-16 6.03652e-15 8.84463e-16 6.33600e-15 6.47252e-16 2.55257e-14 4.69317e-15 3.26744e-14 5.04009e-15 2.91000e-14 3.44341e-15 1.11172e-13 1.45718e-14 1.14460e-13 1.41820e-14 1.12816e-13 1.01669e-14 9.18404e-14 1.66730e-14 1.16910e-13 1.78903e-14 1.04375e-13 1.22275e-14 7.38974e-15 1.16080e-15 8.03538e-15 1.13794e-15 7.71256e-15 8.12766e-16 7.21785e-15 1.09649e-15 7.37729e-15 1.11066e-15 7.29757e-15 7.80360e-16 1.01841e-15 5.30705e-17 8.70460e-16 5.56483e-17 9.44433e-16 3.84487e-17
7.00000e+00 1.40556e-14 1.81832e-15 7.24794e-15 1.78244e-15 1.06518e-14 1.27312e-15 4.23276e-14 5.05956e-15 4.22489e-14 4.97722e-15 4.22882e-14 3.54866e-15 1.21156e-13 1.74476e-14 1.16125e-13 1.64480e-14 1.18640e-13 1.19891e-14 3.50315e-13 5.04738e-14 3.43329e-13 4.62858e-14 3.46822e-13 3.42417e-14 9.55363e-16 2.24440e-16 1.14728e-15 2.73956e-16 1.05132e-15 1.77077e-16 6.79782e-15 9.45232e-16 5.93331e-15 8.84463e-16 6.36557e-15 6.47252e-16 2.80827e-14 4.69317e-15 3.37418e-14 5.04009e-15 3.09123e-14 3.44341e-15 1.16375e-13 1.45718e-14 1.18843e-13 1.41820e-14 1.17609e-13 1.01669e-14 9.59147e-14 1.66730e-14 1.20630e-13 1.78903e-14 1.08272e-13 1.22275e-14 7.80915e-15 1.16080e-15 8.56320e-15 1.13794e-15 8.18618e-15 8.12766e-16 7.65161e-15 1.09649e-15 7.66151e-15 1.11066e-15 7.65656e-15 7.80360e-16 -2.21761e-17 5.30705e-17 1.99253e-15 5.56483e-17 9.85178e-16 3.84487e-17
7.25000e+00 1.45576e-14 1.81832e-15 8.10232e-15 1.78244e-15 1.13299e-14 1.27312e-15 4.35623e-14 5.05956e-15 4.57798e-14 4.97722e-15 4.46711e-14 3.54866e-15 1.20900e-13 1.74476e-14 1.30065e-13 1.64480e-14 1.25482e-13 1.19891e-14 3.87629e-13 5.04738e-14 3.70180e-13 4.62858e-14 3.78905e-13 3.42417e-14 1.04357e-15 2.24440e-16 1.50361e-15 2.73956e-16 1.27359e-15 1.77077e-16 7.12181e-15 9.45232e-16 6.37183e-15 8.84463e-16 6.74682e-15 6.47252e-16 2.78891e-14 4.69317e-15 3.48284e-14 5.04009e-15 3.13588e-14 3.44341e-15 1.22217e-13 1.45718e-14 1.22436e-13 1.41820e-14 1.22327e-13 1.01669e-14 1.01280e-13 1.66730e-14 1.21621e-13 1.78903e-14 1.11450e-13 1.22275e-14 8.04492e-15 1.16080e-15 9.12905e-15 1.13794e-15 8.58698e-15 8.12766e-16 7.89865e-15 1.09649e-15 8.57380e-15 1.11066e-15 8.23622e-15 7.80360e-16 -2.17548e-16 5.30705e-17 1.75269e-15 5.56483e-17 7.67571e-16 3.84487e-17
7.50000e+00 1.50596e-14 1.81832e-15 9.13311e-15 1.78244e-15 1.20963e-14 1.27312e-15 4.40120e-14 5.05956e-15 4.34042e-14 4.97722e-15 4.37081e-14 3.54866e-15 1.32602e-13 1.74476e-14 1.25570e-13 1.64480e-14 1.29086e-13 1.19891e-14 4.04289e-13 5.04738e-14 3.72148e-13 4.62858e-14 3.88218e-13 3.42417e-14 1.58770e-15 2.24440e-16 8.95236e-16 2.73956e-16 1.24147e-15 1.77077e-16 7.44581e-15 9.45232e-16 6.81035e-15 8.84463e-16 7.12808e-15 6.47252e-16 2.80704e-14 4.69317e-15 3.49740e-14 5.04009e-15 3.15222e-14 3.44341e-15 1.27518e-13 1.45718e-14 1.25894e-13 1.41820e-14 1.26706e-13 1.01669e-14 1.04602e-13 1.66730e-14 1.23942e-13 1.78903e-14 1.14272e-13 1.22275e-14 8.33046e-15 1.16080e-15 1.00747e-14 1.13794e-15 9.20257e-15 8.12766e-16 8.49477e-15 1.09649e-15 9.07097e-15 1.11066e-15 8.78287e-15 7.80360e-16 -1.75698e-16 5.30705e-17 1.75063e-15 5.56483e-17 7.87468e-16 3.84487e-17
7.75000e+00 1.25496e-14 1.81832e-15 1.01639e-14 1.78244e-15 1.13568e-14 1.27312e-15 4.61945e-14 5.05956e-15 4.58633e-14 4.97722e-15 4.60289e-14 3.54866e-15 1.37036e-13 1.74476e-14 1.38709e-13 1.64480e-14 1.37872e-13 1.19891e-14 4.30698e-13 5.04738e-14 3.92084e-13 4.62858e-14 4.11391e-13 3.42417e-14 1.58899e-15 2.24440e-16 -1.37074e-16 2.73956e-16 7.25959e-16 1.77077e-16 7.76980e-15 9.45232e-16 7.24886e-15 8.84463e-16 7.50933e-15 6.47252e-16 2.96430e-14 4.69317e-15 3.65492e-14 5.04009e-15 3.30961e-14 3.44341e-15 1.30542e-13 1.45718e-14 1.28962e-13 1.41820e-14 1.29752e-13 1.01669e-14 1.05735e-13 1.66730e-14 1.27325e-13 1.78903e-14 1.16530e-13 1.22275e-14 8.94899e-15 1.16080e-15 9.64044e-15 1.13794e-15 9.29471e-15 8.12766e-16 8.54290e-15 1.09649e-15 8.99777e-15 1.11066e-15 8.77034e-15 7.80360e-16 4.73689e-16 5.30705e-17 1.82475e-15 5.56483e-17 1.14922e-15 3.84487e-17
8.00000e+00 1.00397e-14 1.81832e-15 1.11947e-14 1.78244e-15 1.06172e-14 1.27312e-15 4.85043e-14 5.05956e-15 4.65684e-14 4.97722e-15 4.75363e-14 3.54866e-15 1.60030e-13 1.74476e-14 1.39885e-13 1.64480e-14 1.49958e-13 1.19891e-14 4.47780e-13 5.04738e-14 3.97235e-13 4.62858e-14 4.22508e-13 3.42417e-14 1.78521e-15 2.24440e-16 1.41223e-15 2.73956e-16 1.59872e-15 1.77077e-16 8.15838e-15 9.45232e-16 7.61539e-15 8.84463e-16 7.88689e-15 6.47252e-16 2.97994e-14 4.69317e-15 3.65032e-14 5.04009e-15 3.31513e-14 3.44341e-15 1.37615e-13 1.45718e-14 1.30045e-13 1.41820e-14 1.33830e-13 1.01669e-14 1.07633e-13 1.66730e-14 1.31541e-13 1.78903e-14 1.19587e-13 1.22275e-14 9.79959e-15 1.16080e-15 8.97043e-15 1.13794e-15 9.38501e-15 8.12766e-16 8.43311e-15 1.09649e-15 9.01748e-15 1.11066e-15 8.72529e-15 7.80360e-16 1.36986e-15 5.30705e-17 1.53345e-15 5.56483e-17 1.45166e-15 3.84487e-17
8.25000e+00 8.28835e-15 1.81832e-15 1.17871e-14 1.78244e-15 1.00377e-14 1.27312e-15 4.85951e-14 5.05956e-15 4.42785e-14 4.97722e-15 4.64368e-14 3.54866e-15 1.58562e-13 1.74476e-14 1.43670e-13 1.64480e-14 1.51116e-13 1.19891e-14 4.52906e-13 5.04738e-14 4.23796e-13 4.62858e-14 4.38351e-13 3.42417e-14 1.14357e-15 2.24440e-16 1.27471e-15 2.73956e-16 1.20914e-15 1.77077e-16 8.58734e-15 9.45232e-16 7.93693e-15 8.84463e-16 8.26214e-15 6.47252e-16 3.04741e-14 4.69317e-15 3.79678e-14 5.04009e-15 3.42210e-14 3.44341e-15 1.40704e-13 1.45718e-14 1.35797e-13 1.41820e-14 1.38250e-13 1.01669e-14 1.12197e-13 1.66730e-14 1.34870e-13 1.78903e-14 1.23534e-13 1.22275e-14 1.09673e-14 1.16080e-15 9.54732e-15 1.13794e-15 1.02573e-14 8.12766e-16 9.99385e-15 1.09649e-15 9.67715e-15 1.11066e-15 9.83550e-15 7.80360e-16 1.06131e-15 5.30705e-17 1.81695e-15 5.56483e-17 1.43913e-15 3.84487e-17
8.50000e+00 6.76368e-15 1.81832e-15 1.02754e-14 1.78244e-15 8.51955e-15 1.27312e-15 4.51533e-14 5.05956e-15 3.92785e-14 4.97722e-15 4.22159e-14 3.54866e-15 1.55705e-13 1.74476e-14 1.55174e-13 1.64480e-14 1.55440e-13 1.19891e-14 4.72981e-13 5.04738e-14 4.33352e-13 4.62858e-14 4.53167e-13 3.42417e-14 1.65577e-15 2.24440e-16 1.81978e-15 2.73956e-16 1.73778e-15 1.77077e-16 9.01630e-15 9.45232e-16 8.25847e-15 8.84463e-16 8.63738e-15 6.47252e-16 3.29012e-14 4.69317e-15 4.04940e-14 5.04009e-15 3.66976e-14 3.44341e-15 1.42095e-13 1.45718e-14 1.38749e-13 1.41820e-14 1.40422e-13 1.01669e-14 1.13524e-13 1.66730e-14 1.40485e-13 1.78903e-14 1.27004e-13 1.22275e-14 1.12006e-14 1.16080e-15 1.00482e-14 1.13794e-15 1.06244e-14 8.12766e-16 1.04799e-14 1.09649e-15 9.98243e-15 1.11066e-15 1.02312e-14 7.80360e-16 -1.13335e-17 5.30705e-17 2.21022e-15 5.56483e-17 1.09944e-15 3.84487e-17
8.75000e+00 5.23901e-15 1.81832e-15 8.76369e-15 1.78244e-15 7.00135e-15 1.27312e-15 4.12137e-14 5.05956e-15 4.81176e-14 4.97722e-15 4.46657e-14 3.54866e-15 1.64849e-13 1.74476e-14 1.55851e-13 1.64480e-14 1.60350e-13 1.19891e-14 4.85567e-13 5.04738e-14 4.48177e-13 4.62858e-14 4.66872e-13 3.42417e-14 1.84051e-15 2.24440e-16 8.07538e-16 2.73956e-16 1.32403e-15 1.77077e-16 9.38960e-15 9.45232e-16 8.57711e-15 8.84463e-16 8.98335e-15 6.47252e-16 3.25682e-14 4.69317e-15 4.09961e-14 5.04009e-15 3.67822e-14 3.44341e-15 1.43721e-13 1.45718e-14 1.42827e-13 1.41820e-14 1.43274e-13 1.01669e-14 1.18799e-13 1.66730e-14 1.46811e-13 1.78903e-14 1.32805e-13 1.22275e-14 1.15459e-14 1.16080e-15 1.00359e-14 1.13794e-15 1.07909e-14 8.12766e-16 1.06455e-14 1.09649e-15 1.04431e-14 1.11066e-15 1.05443e-14 7.80360e-16 6.65735e-16 5.30705e-17 2.45223e-15 5.56483e-17 1.55898e-15 3.84487e-17
9.00000e+00 3.71434e-15 1.81832e-15 7.25197e-15 1.78244e-15 5.48316e-15 1.27312e-15 4.47075e-14 5.05956e-15 5.38006e-14 4.97722e-15 4.92540e-14 3.54866e-15 1.79766e-13 1.74476e-14 1.58678e-13 1.64480e-14 1.69222e-13 1.19891e-14 5.03286e-13 5.04738e-14 4.71441e-13 4.62858e-14 4.87364e-13 3.42417e-14 2.93523e-15 2.24440e-16 2.35264e-15 2.73956e-16 2.64394e-15 1.77077e-16 9.38443e-15 9.45232e-16 8.87604e-15 8.84463e-16 9.13023e-15 6.47252e-16 3.49281e-14 4.69317e-15 4.28294e-14 5.04009e-15 3.88787e-14 3.44341e-15 1.47790e-13 1.45718e-14 1.42527e-13 1.41820e-14 1.45158e-13 1.01669e-14 1.22684e-13 1.66730e-14 1.54202e-13 1.78903e-14 1.38443e-13 1.22275e-14 1.12941e-14 1.16080e-15 9.97754e-15 1.13794e-15 1.06358e-14 8.12766e-16 1.05711e-14 1.09649e-15 1.02738e-14 1.11066e-15 1.04224e-14 7.80360e-16 8.59591e-16 5.30705e-17 2.72605e-15 5.56483e-17 1.79282e-15 3.84487e-17
9.25000e+00 2.18967e-15 1.81832e-15 5.74026e-15 1.78244e-15 3.96496e-15 1.27312e-15 4.92528e-14 5.05956e-15 5.93728e-14 4.97722e-15 5.43128e-14 3.54866e-15 1.74532e-13 1.74476e-14 1.67535e-13 1.64480e-14 1.71033e-13 1.19891e-14 5.23797e-13 5.04738e-14 4.53256e-13 4.62858e-14 4.88527e-13 3.42417e-14 1.89560e-15 2.24440e-16 1.95846e-15 2.73956e-16 1.92703e-15 1.77077e-16 9.37926e-15 9.45232e-16 9.17498e-15 8.84463e-16 9.27712e-15 6.47252e-16 3.71584e-14 4.69317e-15 4.58967e-14 5.04009e-15 4.15276e-14 3.44341e-15 1.54456e-13 1.45718e-14 1.42162e-13 1.41820e-14 1.48309e-13 1.01669e-14 1.30218e-13 1.66730e-14 1.63889e-13 1.78903e-14 1.47054e-13 1.22275e-14 1.04721e-14 1.16080e-15 9.94443e-15 1.13794e-15 1.02082e-14 8.12766e-16 9.94797e-15 1.09649e-15 9.82107e-15 1.11066e-15 9.88452e-15 7.80360e-16 1.77872e-15 5.30705e-17 2.43021e-15 5.56483e-17 2.10447e-15 3.84487e-17
9.50000e+00 1.22075e-15 1.81832e-15 4.75260e-15 1.78244e-15 2.98667e-15 1.27312e-15 4.38695e-14 5.05956e-15 5.23819e-14 4.97722e-15 4.81257e-14 3.54866e-15 1.75753e-13 1.74476e-14 1.54205e-13 1.64480e-14 1.64979e-13 1.19891e-14 5.63038e-13 5.04738e-14 4.48322e-13 4.62858e-14 5.05680e-13 3.42417e-14 1.99911e-15 2.24440e-16 2.34661e-15 2.73956e-16 2.17286e-15 1.77077e-16 9.37408e-15 9.45232e-16 9.47391e-15 8.84463e-16 9.42400e-15 6.47252e-16 3.85997e-14 4.69317e-15 5.01410e-14 5.04009e-15 4.43704e-14 3.44341e-15 1.56202e-13 1.45718e-14 1.44533e-13 1.41820e-14 1.50367e-13 1.01669e-14 1.38312e-13 1.66730e-14 1.79575e-13 1.78903e-14 1.58944e-13 1.22275e-14 1.14236e-14 1.16080e-15 1.00941e-14 1.13794e-15 1.07589e-14 8.12766e-16 1.04610e-14 1.09649e-15 1.01363e-14 1.11066e-15 1.02986e-14 7.80360e-16 2.70502e-15 5.30705e-17 3.38104e-15 5.56483e-17 3.04303e-15 3.84487e-17
9.75000e+00 8.47265e-16 1.81832e-15 4.32643e-15 1.78244e-15 2.58685e-15 1.27312e-15 5.65164e-14 5.05956e-15 4.69864e-14 4.97722e-15 5.17514e-14 3.54866e-15 1.80324e-13 1.74476e-14 1.49284e-13 1.64480e-14 1.64804e-13 1.19891e-14 5.26235e-13 5.04738e-14 4.26408e-13 4.62858e-14 4.76322e-13 3.42417e-14 2.48038e-15 2.24440e-16 2.62526e-15 2.73956e-16 2.55282e-15 1.77077e-16 9.53395e-15 9.45232e-16 9.27952e-15 8.84463e-16 9.40674e-15 6.47252e-16 4.10805e-14 4.69317e-15 5.43413e-14 5.04009e-15 4.77109e-14 3.44341e-15 1.60783e-13 1.45718e-14 1.46492e-13 1.41820e-14 1.53638e-13 1.01669e-14 1.47729e-13 1.66730e-14 1.95893e-13 1.78903e-14 1.71811e-13 1.22275e-14 1.21247e-14 1.16080e-15 1.17372e-14 1.13794e-15 1.19310e-14 8.12766e-16 1.14648e-14 1.09649e-15 1.10901e-14 1.11066e-15 1.12775e-14 7.80360e-16 1.86397e-15 5.30705e-17 2.25845e-15 5.56483e-17 2.06121e-15 3.84487e-17
1.00000e+01 4.73783e-16 1.81832e-15 3.90027e-15 1.78244e-15 2.18703e-15 1.27312e-15 6.40848e-14 5.05956e-15 4.22091e-14 4.97722e-15 5.31469e-14 3.54866e-15 1.79518e-13 1.74476e-14 1.47894e-13 1.64480e-14 1.63706e-13 1.19891e-14 5.36735e-13 5.04738e-14 4.10022e-13 4.62858e-14 4.73379e-13 3.42417e-14 2.32495e-15 2.24440e-16 1.83165e-15 2.73956e-16 2.07830e-15 1.77077e-16 9.78625e-15 9.45232e-16 8.80887e-15 8.84463e-16 9.29756e-15 6.47252e-16 4.41964e-14 4.69317e-15 5.58202e-14 5.04009e-15 5.00083e-14 3.44341e-15 1.60514e-13 1.45718e-14 1.37623e-13 1.41820e-14 1.49069e-13 1.01669e-14 1.54750e-13 1.66730e-14 2.01096e-13 1.78903e-14 1.77923e-13 1.22275e-14 1.21215e-14 1.16080e-15 1.25224e-14 1.13794e-15 1.23220e-14 8.12766e-16 1.19377e-14 1.09649e-15 1.19639e-14 1.11066e-15 1.19508e-14 7.80360e-16 2.37426e-15 5.30705e-17 2.06779e-15 5.56483e-17 2.22102e-15 3.84487e-17
1.02500e+01 0.00000e+00 1.81832e-15 3.47410e-15 1.78244e-15 1.73705e-15 1.27312e-15 5.85801e-14 5.05956e-15 4.14067e-14 4.97722e-15 4.99934e-14 3.54866e-15 1.79410e-13 1.74476e-14 1.23823e-13 1.64480e-14 1.51616e-13 1.19891e-14 5.39580e-13 5.04738e-14 3.80798e-13 4.62858e-14 4.60189e-13 3.42417e-14 1.82009e-15 2.24440e-16 1.91634e-15 2.73956e-16 1.86821e-15 1.77077e-16 1.00385e-14 9.45232e-16 8.33821e-15 8.84463e-16 9.18838e-15 6.47252e-16 4.58700e-14 4.69317e-15 5.61794e-14 5.04009e-15 5.10247e-14 3.44341e-15 1.60971e-13 1.45718e-14 1.32709e-13 1.41820e-14 1.46840e-13 1.01669e-14 1.67494e-13 1.66730e-14 2.03547e-13 1.78903e-14 1.85521e-13 1.22275e-14 1.23259e-14 1.16080e-15 1.23360e-14 1.13794e-15 1.23309e-14 8.12766e-16 1.26245e-14 1.09649e-15 1.22301e-14 1.11066e-15 1.24273e-14 7.80360e-16 1.18296e-15 5.30705e-17 2.14652e-15 5.56483e-17 1.66474e-15 3.84487e-17
